Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,Date,Time,mental_health_friendly_score
30,Male,United States,No,Yes,No,Never,6,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,No,No,2014-08-29,03:02:16,0
34,Male,Netherlands,Yes,Yes,Yes,Rarely,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Some of them,No,Maybe,Yes,No,2014-08-29,03:02:45,1
26,Male,United States,No,No,Yes,Rarely,6,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No,2014-08-29,03:08:25,1
33,Male,United Kingdom,No,No,No,,6,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,2014-08-29,04:39:23,0
32,Male,United Kingdom,No,No,No,,2,No,Yes,Don't know,No,No,No,Don't know,Very easy,No,No,No,Yes,No,Maybe,No,No,2014-08-29,04:53:12,0
25,Male,Germany,Yes,No,No,Sometimes,2,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,No,2014-08-29,05:15:30,1
35,Male,Germany,Yes,No,Yes,Sometimes,3,Yes,No,Don't know,No,No,No,Don't know,Somewhat difficult,Yes,Maybe,Yes,No,No,Maybe,Don't know,No,2014-08-29,05:24:07,0
24,Male,United Kingdom,Yes,Yes,No,Often,1,Yes,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,2014-08-29,05:39:21,0
55,Male,United Kingdom,No,No,Yes,Often,6,No,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,Maybe,No,Some of them,No,Maybe,No,Yes,2014-08-29,05:47:19,1
33,Male,United Kingdom,Yes,Yes,Yes,Sometimes,1,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,Yes,2014-08-29,05:54:26,1
26,Female,United Kingdom,Yes,Yes,Yes,Sometimes,1,Yes,Yes,No,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-29,05:57:48,0
25,Male,United Kingdom,No,No,No,Never,2,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,No,2014-08-29,06:06:46,0
45,Male,United Kingdom,No,Yes,No,Rarely,4,No,No,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,2014-08-29,06:37:49,0
33,Female,United Kingdom,Yes,No,Yes,Sometimes,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-29,06:42:57,1
43,Male,United States,No,No,No,Sometimes,6,Yes,Yes,No,Not sure,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,Yes,2014-08-29,07:12:43,0
30,Male,United Kingdom,Yes,No,Yes,Sometimes,2,No,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,No,No,Yes,Yes,2014-08-29,07:21:30,1
40,Male,United States,No,Yes,Yes,Rarely,2,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No,2014-08-29,07:28:17,0
49,Male,United States,No,Yes,No,Never,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Yes,Yes,No,No,Yes,No,2014-08-29,07:51:42,1
29,Male,Germany,No,No,No,,2,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,2014-08-29,08:26:36,0
26,Male,Germany,No,No,No,,5,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,2014-08-29,08:36:24,0
38,Male,United States,No,No,No,Never,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,Yes,2014-08-29,08:46:31,1
27,Male,France,No,Yes,No,,5,No,No,Yes,Yes,Don't know,No,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,Yes,2014-08-29,08:53:19,1
26,Male,Belgium,No,No,No,Never,2,No,Yes,Yes,No,No,No,No,Somewhat easy,Maybe,No,No,No,No,No,Don't know,No,2014-08-29,08:54:23,1
28,Male,United Kingdom,No,Yes,Yes,Often,3,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,No,No,No,No,2014-08-29,08:57:14,0
40,Male,United States,No,Yes,Yes,Sometimes,1,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No,2014-08-29,08:57:42,0
37,Female,Canada,Yes,Yes,Yes,Rarely,1,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,Yes,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,Yes,2014-08-29,08:59:08,1
34,Female,United Kingdom,No,Yes,Yes,Often,3,Yes,No,Yes,Yes,No,Yes,No,Somewhat easy,Yes,Yes,Some of them,No,No,No,Don't know,No,2014-08-29,08:59:40,1
28,Male,United States,No,Yes,Yes,Often,4,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No,2014-08-29,09:01:01,0
27,Male,Canada,No,No,No,Never,3,No,Yes,Yes,Not sure,Yes,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2014-08-29,09:01:45,1
29,Male,United Kingdom,No,No,Yes,Sometimes,2,Yes,Yes,No,No,No,No,Don't know,Very easy,No,No,Yes,Yes,No,Yes,Yes,No,2014-08-29,09:02:04,0
39,Female,United Kingdom,No,Yes,No,Rarely,5,Yes,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes,2014-08-29,09:02:56,0
28,Male,United Kingdom,No,No,No,Often,2,No,Yes,No,No,No,No,No,Somewhat difficult,Yes,No,No,No,No,Yes,Yes,No,2014-08-29,09:03:50,0
23,Male,United States,No,Yes,No,Sometimes,3,No,Yes,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,No,No,No,No,No,Maybe,Don't know,No,2014-08-29,09:10:08,1
38,Male,United Kingdom,No,No,No,,1,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-29,09:12:16,1
19,Male,United Kingdom,No,No,No,,2,No,Yes,Yes,No,No,Yes,Don't know,Very easy,No,No,Yes,Yes,No,No,Yes,No,2014-08-29,09:13:43,1
30,Female,United States,No,Yes,Yes,Sometimes,3,No,Yes,Yes,Yes,Yes,Don't know,Yes,Very easy,No,No,Some of them,No,No,No,Yes,No,2014-08-29,09:14:45,1
28,Male,United Kingdom,Yes,No,No,,1,Yes,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,No,No,No,No,Yes,No,2014-08-29,09:15:05,1
20,Male,India,No,No,Yes,Sometimes,3,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Maybe,Yes,No,2014-08-29,09:15:52,0
35,Male,United Kingdom,Yes,No,No,Sometimes,1,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-29,09:19:25,0
39,Male,United States,No,No,Yes,Rarely,4,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,No,No,Don't know,No,2014-08-29,09:24:34,1
31,Female,United States,No,Yes,No,Never,6,No,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,2014-08-29,09:23:22,1
32,Male,United Kingdom,No,No,No,Rarely,5,No,Yes,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No,2014-08-29,09:23:44,0
27,Male,Sweden,No,No,No,,2,No,Yes,No,No,No,No,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,2014-08-29,09:27:12,0
25,Male,United States,No,Yes,Yes,Often,2,Yes,Yes,Yes,Yes,No,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,2014-08-29,09:29:37,1
42,Male,United States,No,Yes,Yes,Sometimes,2,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,2014-08-29,09:31:37,0
34,Male,United States,No,Yes,Yes,Often,4,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,2014-08-29,09:31:49,1
26,Female,United States,No,No,Yes,Sometimes,3,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,Maybe,Maybe,Don't know,Yes,2014-08-29,09:33:43,0
35,Male,United Kingdom,No,Yes,Yes,Sometimes,1,No,Yes,No,Yes,No,No,Yes,Very easy,Yes,Yes,Some of them,Some of them,No,Maybe,Yes,Yes,2014-08-29,09:35:46,1
34,Male,United Kingdom,No,No,No,Never,5,No,Yes,Don't know,No,No,Don't know,Don't know,Very easy,Maybe,No,Yes,Yes,No,No,Yes,No,2014-08-29,09:36:04,0
38,Male,United States,No,Yes,Yes,Sometimes,4,Yes,No,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,No,2014-08-29,09:36:46,1
34,Male,United States,No,No,No,Sometimes,4,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No,2014-08-29,09:40:13,0
39,Male,United States,No,Yes,Yes,Sometimes,2,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,2014-08-29,09:42:23,1
44,Female,United States,No,No,No,,4,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No,2014-08-29,09:46:56,0
40,Male,United States,No,No,No,,6,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,No,Yes,No,No,Don't know,No,2014-08-29,09:47:10,1
33,Female,United States,Yes,No,No,Never,1,Yes,Yes,No,Yes,Don't know,Don't know,Yes,Somewhat easy,Maybe,No,No,Some of them,No,No,Yes,No,2014-08-29,09:47:30,1
24,Female,United States,No,Yes,No,Sometimes,6,No,No,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No,Yes,2014-08-29,09:51:35,1
38,Female,United States,No,Yes,No,Sometimes,3,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-29,09:53:38,0
31,Male,United States,No,No,No,Sometimes,6,No,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,Yes,No,2014-08-29,09:53:50,1
23,Male,Israel,No,No,No,,4,No,Yes,Don't know,Not sure,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No,2014-08-29,09:54:01,1
26,Female,United States,No,No,No,,2,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,2014-08-29,09:54:11,0
46,Non-binary/Other,United States,No,No,Yes,Often,6,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,No,Some of them,Some of them,No,No,No,Yes,2014-08-29,09:58:55,1
30,Male,United States,No,Yes,Yes,Sometimes,3,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,2014-08-29,09:59:39,1
25,Male,United States,No,No,No,Rarely,3,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Yes,Don't know,Yes,2014-08-29,10:03:24,0
19,Male,Canada,No,No,No,Never,3,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No,2014-08-29,10:05:57,0
30,Female,United States,No,Yes,Yes,Sometimes,5,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,No,Yes,2014-08-29,10:06:29,1
32,Male,United States,No,No,No,Never,2,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,2014-08-29,10:12:10,1
32,Male,United Kingdom,No,No,No,,2,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,No,2014-08-29,10:13:39,0
37,Male,United States,No,Yes,No,Sometimes,3,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,2014-08-29,10:13:43,0
42,Male,United States,No,Yes,Yes,Sometimes,2,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,2014-08-29,10:16:45,0
25,Female,United States,No,No,No,Never,6,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,No,Yes,No,2014-08-29,10:27:15,1
19,Male,United States,No,No,No,Sometimes,1,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,2014-08-29,10:30:09,0
40,Female,United States,No,Yes,No,Never,4,Yes,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,2014-08-29,10:32:24,1
34,Male,United States,No,No,No,,6,No,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,No,Don't know,No,2014-08-29,10:33:45,1
26,Male,United States,No,Yes,No,,2,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No,2014-08-29,10:38:23,0
31,Male,United States,No,Yes,Yes,Rarely,2,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2014-08-29,10:38:29,1
40,Male,United States,No,Yes,No,Sometimes,6,Yes,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,No,No,2014-08-29,10:55:24,1
31,Female,United States,No,Yes,Yes,Often,3,No,Yes,No,No,No,No,No,Very difficult,Yes,No,No,No,No,Yes,No,Yes,2014-08-29,10:59:57,0
36,Male,United States,No,No,No,Never,4,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,Yes,2014-08-29,11:01:41,0
35,Male,Canada,No,Yes,No,Sometimes,2,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,No,No,Some of them,No,No,Don't know,No,2014-08-29,11:02:23,1
26,Male,Australia,No,Yes,Yes,Sometimes,3,Yes,Yes,No,No,No,No,Yes,Don't know,No,No,Yes,Yes,No,Maybe,Yes,No,2014-08-29,11:04:19,1
44,Male,United States,No,No,No,,6,Yes,No,Don't know,No,Don't know,Don't know,Yes,Don't know,Yes,No,Some of them,No,No,No,No,No,2014-08-29,11:05:00,1
34,Female,United States,No,No,No,Sometimes,1,No,Yes,No,Not sure,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-29,11:11:00,0
35,Male,United States,No,No,No,,2,Yes,Yes,No,No,No,No,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,2014-08-29,11:12:22,0
28,Female,United States,No,Yes,Yes,Sometimes,3,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Maybe,No,No,2014-08-29,11:19:46,0
33,Male,United States,No,No,No,,2,Yes,Yes,Yes,No,Don't know,Yes,Yes,Don't know,No,No,Some of them,Yes,No,No,Yes,No,2014-08-29,11:20:13,1
40,Male,United States,No,Yes,Yes,Sometimes,6,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,2014-08-29,11:20:28,1
26,Male,United States,No,No,Yes,Sometimes,2,No,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,2014-08-29,11:20:52,1
29,Female,United Kingdom,No,No,Yes,Often,6,No,No,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Yes,No,Yes,2014-08-29,11:22:46,1
26,Female,Canada,No,Yes,Yes,Sometimes,4,No,Yes,Yes,Not sure,No,No,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,2014-08-29,11:23:21,1
33,Non-binary/Other,Italy,No,Yes,Yes,Sometimes,2,No,Yes,No,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-29,11:24:48,0
28,Male,Brazil,No,Yes,No,Sometimes,4,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,Yes,2014-08-29,11:25:30,0
41,Male,United States,Yes,No,Yes,Often,1,Yes,No,No,Yes,Yes,Yes,Yes,Very difficult,No,No,Some of them,Some of them,No,No,Yes,Yes,2014-08-29,11:27:47,1
39,Male,United Kingdom,Yes,Yes,Yes,Sometimes,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,Yes,2014-08-29,11:32:22,1
26,Female,United States,No,Yes,Yes,Sometimes,6,No,Yes,Yes,Yes,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,No,Yes,2014-08-29,11:32:44,1
23,Female,United States,No,Yes,No,Sometimes,3,No,No,No,No,No,No,Don't know,Somewhat difficult,Yes,No,No,Some of them,No,Maybe,No,No,2014-08-29,11:33:54,0
35,Male,Switzerland,No,Yes,Yes,Often,6,No,Yes,Don't know,Not sure,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,Maybe,No,No,2014-08-29,11:34:07,1
36,Male,United States,No,No,No,Never,1,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No,2014-08-29,11:36:38,0
42,Male,United States,No,No,No,Rarely,6,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,No,No,2014-08-29,11:39:33,0
39,Male,United States,No,Yes,Yes,Sometimes,5,No,Yes,Yes,Yes,No,Don't know,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,2014-08-29,11:40:29,1
27,Male,United States,No,No,No,Never,2,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No,2014-08-29,11:43:12,0
33,Male,United States,Yes,No,No,Never,2,Yes,Yes,Don't know,No,No,No,No,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-29,11:44:33,0
31,Male,Canada,No,Yes,Yes,Often,6,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,2014-08-29,11:46:27,1
28,Female,United States,No,No,Yes,Rarely,2,No,Yes,Yes,Yes,Don't know,Yes,Yes,Very easy,No,No,Some of them,Some of them,No,Yes,Don't know,No,2014-08-29,11:53:59,1
29,Female,United States,No,No,Yes,Often,6,Yes,No,Yes,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,2014-08-29,11:54:38,1
27,Male,United States,No,No,Yes,Sometimes,4,No,Yes,Don't know,Not sure,No,No,Yes,Very difficult,Maybe,No,Some of them,No,No,Maybe,No,No,2014-08-29,11:56:18,1
44,Male,United States,Yes,No,No,Never,1,Yes,Yes,Don't know,No,No,No,Yes,Somewhat difficult,No,No,No,No,No,No,Don't know,No,2014-08-29,12:00:33,1
25,Male,United States,No,No,Yes,Often,2,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,Don't know,No,2014-08-29,12:08:12,0
24,Male,Germany,No,Yes,Yes,Sometimes,2,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No,Don't know,No,2014-08-29,12:15:57,0
25,Male,South Africa,No,Yes,Yes,Often,2,No,No,Don't know,No,No,No,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,No,Yes,2014-08-29,12:20:01,1
34,Male,United States,No,No,No,Never,2,Yes,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,No,2014-08-29,12:26:21,1
26,Male,United States,No,No,No,Never,6,No,No,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,Maybe,No,No,Yes,No,No,Don't know,No,2014-08-29,12:27:54,1
48,Male,United States,No,No,No,Never,3,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,2014-08-29,12:45:11,1
34,Male,Greece,No,No,No,,3,Yes,Yes,No,No,No,No,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,No,2014-08-29,12:48:20,0
39,Female,United States,No,No,Yes,Sometimes,2,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,2014-08-29,12:54:31,0
43,Male,United States,No,No,No,Sometimes,6,Yes,Yes,Yes,Not sure,No,Yes,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,2014-08-29,13:17:33,1
41,Male,United States,No,No,No,Rarely,6,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Yes,Yes,2014-08-29,13:23:40,1
25,Male,United States,No,No,No,Never,6,No,No,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-29,13:58:25,0
31,Male,United States,No,No,Yes,Sometimes,4,No,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,No,No,2014-08-29,14:04:59,1
40,Male,United States,No,Yes,Yes,Sometimes,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,No,No,No,Maybe,No,Yes,2014-08-29,14:09:21,1
43,Male,United States,Yes,Yes,Yes,Sometimes,1,Yes,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,No,2014-08-29,14:31:00,1
27,Female,United States,No,Yes,Yes,Often,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,Maybe,No,Yes,Some of them,No,Maybe,No,Yes,2014-08-29,14:51:49,1
37,Female,United States,No,Yes,Yes,Sometimes,3,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,2014-08-29,14:59:43,1
32,Male,Netherlands,Yes,No,Yes,Sometimes,1,No,Yes,No,No,No,No,Yes,Very difficult,Maybe,No,Some of them,Yes,No,Maybe,No,No,2014-08-29,15:10:39,1
25,Male,United States,No,Yes,Yes,Often,1,No,Yes,No,Yes,No,No,Yes,Very easy,Maybe,No,Yes,Yes,No,Maybe,No,No,2014-08-29,15:59:55,1
29,Male,Netherlands,No,Yes,Yes,Often,1,No,Yes,Don't know,Not sure,Don't know,Yes,Don't know,Very difficult,No,Maybe,Yes,Yes,Maybe,No,Yes,No,2014-08-29,16:07:05,0
30,Female,United States,No,Yes,Yes,Often,6,No,No,Yes,No,No,No,Don't know,Somewhat difficult,Yes,No,No,No,No,Maybe,No,No,2014-08-29,16:17:32,1
34,Female,Canada,No,Yes,Yes,Often,3,No,No,Don't know,No,Yes,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Yes,No,2014-08-29,16:21:16,0
32,Male,United Kingdom,No,Yes,Yes,Sometimes,1,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,2014-08-29,16:30:50,1
37,Male,Germany,No,No,No,,2,No,Yes,Don't know,No,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2014-08-29,16:50:08,1
41,Male,Germany,No,No,Yes,Sometimes,6,No,Yes,Don't know,No,No,No,Don't know,Somewhat difficult,No,No,Yes,Yes,No,No,Yes,No,2014-08-29,16:51:31,0
38,Male,United States,No,Yes,No,Never,6,No,No,Yes,Not sure,Yes,Yes,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,No,No,2014-08-29,16:56:06,1
32,Male,United States,No,No,Yes,Sometimes,3,No,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No,2014-08-29,17:04:07,1
28,Female,United States,No,Yes,Yes,Sometimes,4,No,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,No,2014-08-29,17:04:12,1
43,Male,United States,No,Yes,No,Never,4,No,No,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,2014-08-29,17:32:31,1
32,Male,United States,No,Yes,Yes,Often,4,No,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,No,Yes,Yes,No,Yes,No,No,2014-08-29,17:35:16,1
25,Male,United States,No,No,Yes,Sometimes,6,No,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,No,No,No,No,No,Yes,No,2014-08-29,17:54:32,1
37,Male,United States,No,No,Yes,Sometimes,4,No,Yes,Yes,No,No,Yes,Yes,Very easy,No,No,No,Yes,No,No,Yes,No,2014-08-29,18:33:32,1
36,Male,United States,Yes,No,Yes,Sometimes,1,No,No,No,Yes,No,No,No,Very difficult,No,No,No,No,No,No,No,Yes,2014-08-29,18:39:07,1
24,Male,United States,No,Yes,Yes,Rarely,2,Yes,Yes,Don't know,No,No,No,Don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,2014-08-29,19:32:13,0
40,Male,United States,No,Yes,Yes,Sometimes,6,No,Yes,Yes,Not sure,Yes,Don't know,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes,2014-08-29,19:34:40,1
29,Male,United States,No,No,No,,6,No,No,Don't know,Not sure,Yes,Don't know,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-29,20:53:09,1
43,Male,United States,No,No,No,Never,5,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Yes,Some of them,No,No,Yes,No,2014-08-29,20:53:58,0
29,Male,United States,No,No,No,,2,Yes,Yes,Yes,Not sure,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No,2014-08-29,21:26:44,1
26,Male,United States,No,Yes,No,Sometimes,4,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,2014-08-29,21:28:14,0
33,Female,Canada,Yes,Yes,Yes,Often,1,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,No,Maybe,No,Yes,2014-08-29,21:40:26,1
